SVC Results:
Attributes: ('fixed acidity',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity',), Accuracy: 0.76769, Precision: 0.59040, Recall: 0.76769
Attributes: ('citric acid',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('density',), Accuracy: 0.76923, Precision: 0.72054, Recall: 0.76923
Attributes: ('pH',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('sulphates',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('alcohol',), Accuracy: 0.78000, Precision: 0.72314, Recall: 0.78000
Attributes: ('fixed acidity', 'volatile acidity'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'density'), Accuracy: 0.77000, Precision: 0.73715, Recall: 0.77000
Attributes: ('fixed acidity', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'sulphates'), Accuracy: 0.77077, Precision: 0.74730, Recall: 0.77077
Attributes: ('fixed acidity', 'alcohol'), Accuracy: 0.78000, Precision: 0.72277, Recall: 0.78000
Attributes: ('volatile acidity', 'citric acid'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'density'), Accuracy: 0.77154, Precision: 0.71127, Recall: 0.77154
Attributes: ('volatile acidity', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'alcohol'), Accuracy: 0.78462, Precision: 0.73115, Recall: 0.78462
Attributes: ('citric acid', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'density'), Accuracy: 0.76923, Precision: 0.72054, Recall: 0.76923
Attributes: ('citric acid', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'alcohol'), Accuracy: 0.78308, Precision: 0.73037, Recall: 0.78308
Attributes: ('residual sugar', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'free sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('residual sugar', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'density'), Accuracy: 0.78077, Precision: 0.72938, Recall: 0.78077
Attributes: ('residual sugar', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'alcohol'), Accuracy: 0.78154, Precision: 0.72530, Recall: 0.78154
Attributes: ('chlorides', 'free sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('chlorides', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides', 'density'), Accuracy: 0.76846, Precision: 0.68841, Recall: 0.76846
Attributes: ('chlorides', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides', 'sulphates'), Accuracy: 0.76615, Precision: 0.63968, Recall: 0.76615
Attributes: ('chlorides', 'alcohol'), Accuracy: 0.78692, Precision: 0.73810, Recall: 0.78692
Attributes: ('free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide', 'density'), Accuracy: 0.77538, Precision: 0.78563, Recall: 0.77538
Attributes: ('free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide', 'sulphates'), Accuracy: 0.77000, Precision: 0.78529, Recall: 0.77000
Attributes: ('free sulfur dioxide', 'alcohol'), Accuracy: 0.78692, Precision: 0.74121, Recall: 0.78692
Attributes: ('total sulfur dioxide', 'density'), Accuracy: 0.77154, Precision: 0.71859, Recall: 0.77154
Attributes: ('total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide', 'alcohol'), Accuracy: 0.77462, Precision: 0.71289, Recall: 0.77462
Attributes: ('density', 'pH'), Accuracy: 0.77154, Precision: 0.70646, Recall: 0.77154
Attributes: ('density', 'sulphates'), Accuracy: 0.77077, Precision: 0.71015, Recall: 0.77077
Attributes: ('density', 'alcohol'), Accuracy: 0.77769, Precision: 0.71946, Recall: 0.77769
Attributes: ('pH', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('pH', 'alcohol'), Accuracy: 0.78000, Precision: 0.72292, Recall: 0.78000
Attributes: ('sulphates', 'alcohol'), Accuracy: 0.78154, Precision: 0.72796, Recall: 0.78154
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79308, Precision: 0.75185, Recall: 0.79308
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.78154, Precision: 0.73955, Recall: 0.78154
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.78154, Precision: 0.74540, Recall: 0.78154
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79231, Precision: 0.75138, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77077, Precision: 0.78575, Recall: 0.77077
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79462, Precision: 0.75596, Recall: 0.79462
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79692, Precision: 0.76145, Recall: 0.79692
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.78000, Precision: 0.73291, Recall: 0.78000
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77769, Precision: 0.74002, Recall: 0.77769
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78462, Precision: 0.73291, Recall: 0.78462
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.76846, Precision: 0.68873, Recall: 0.76846
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79077, Precision: 0.74551, Recall: 0.79077
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.74538, Recall: 0.79154
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'sulphates'), Accuracy: 0.77846, Precision: 0.73151, Recall: 0.77846
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'alcohol'), Accuracy: 0.78923, Precision: 0.74055, Recall: 0.78923
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79385, Precision: 0.75046, Recall: 0.79385
Attributes: ('fixed acidity', 'volatile acidity', 'citric acid', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79462, Precision: 0.75111, Recall: 0.79462
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.77077, Precision: 0.82344, Recall: 0.77077
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'density'), Accuracy: 0.79231, Precision: 0.79108, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'sulphates'), Accuracy: 0.77077, Precision: 0.73100, Recall: 0.77077
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'alcohol'), Accuracy: 0.79538, Precision: 0.79610, Recall: 0.79538
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'density'), Accuracy: 0.78538, Precision: 0.73653, Recall: 0.78538
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77077, Precision: 0.72191, Recall: 0.77077
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79077, Precision: 0.74501, Recall: 0.79077
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'density', 'pH'), Accuracy: 0.79462, Precision: 0.75109, Recall: 0.79462
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'density', 'sulphates'), Accuracy: 0.78385, Precision: 0.73949, Recall: 0.78385
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'density', 'alcohol'), Accuracy: 0.79154, Precision: 0.74564, Recall: 0.79154
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.73838, Recall: 0.77154
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.74185, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'chlorides', 'sulphates', 'alcohol'), Accuracy: 0.79538, Precision: 0.75178, Recall: 0.79538
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.78692, Precision: 0.77868, Recall: 0.78692
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77231, Precision: 0.82435, Recall: 0.77231
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79615, Precision: 0.79369, Recall: 0.79615
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.79154, Precision: 0.74627, Recall: 0.79154
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.79231, Precision: 0.76247, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79231, Precision: 0.79008, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77077, Precision: 0.78575, Recall: 0.77077
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79308, Precision: 0.75112, Recall: 0.79308
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79769, Precision: 0.76066, Recall: 0.79769
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.78846, Precision: 0.73992, Recall: 0.78846
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.79000, Precision: 0.74925, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78769, Precision: 0.73830, Recall: 0.78769
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77000, Precision: 0.71356, Recall: 0.77000
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78923, Precision: 0.74158, Recall: 0.78923
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74327, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates'), Accuracy: 0.79385, Precision: 0.75108, Recall: 0.79385
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'alcohol'), Accuracy: 0.78538, Precision: 0.73354, Recall: 0.78538
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74306, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'residual sugar', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79308, Precision: 0.74685, Recall: 0.79308
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.78154, Precision: 0.73425, Recall: 0.78154
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77000, Precision: 0.70904, Recall: 0.77000
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79231, Precision: 0.74803, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.78000, Precision: 0.72828, Recall: 0.78000
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.78462, Precision: 0.75490, Recall: 0.78462
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79231, Precision: 0.74987, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.78620, Recall: 0.77154
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.74601, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79308, Precision: 0.75185, Recall: 0.79308
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.78538, Precision: 0.75402, Recall: 0.78538
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77846, Precision: 0.72990, Recall: 0.77846
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78462, Precision: 0.73268, Recall: 0.78462
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.76923, Precision: 0.69996, Recall: 0.76923
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.74157, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.78923, Precision: 0.74059, Recall: 0.78923
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'density', 'pH', 'sulphates'), Accuracy: 0.77692, Precision: 0.72125, Recall: 0.77692
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'density', 'pH', 'alcohol'), Accuracy: 0.78846, Precision: 0.73893, Recall: 0.78846
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79231, Precision: 0.74741, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'chlorides', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79462, Precision: 0.75059, Recall: 0.79462
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.78231, Precision: 0.73613, Recall: 0.78231
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.78000, Precision: 0.73421, Recall: 0.78000
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79154, Precision: 0.74734, Recall: 0.79154
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77231, Precision: 0.78666, Recall: 0.77231
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.74536, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79231, Precision: 0.74921, Recall: 0.79231
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates'), Accuracy: 0.78538, Precision: 0.74988, Recall: 0.78538
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'alcohol'), Accuracy: 0.78846, Precision: 0.74111, Recall: 0.78846
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79385, Precision: 0.75308, Recall: 0.79385
Attributes: ('fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74373, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates'), Accuracy: 0.78154, Precision: 0.73342, Recall: 0.78154
Attributes: ('fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'alcohol'), Accuracy: 0.78615, Precision: 0.73565, Recall: 0.78615
Attributes: ('fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74215, Recall: 0.79000
Attributes: ('fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.78923, Precision: 0.74009, Recall: 0.78923
Attributes: ('fixed acidity', 'volatile acidity', 'density', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79077, Precision: 0.74312, Recall: 0.79077
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'density'), Accuracy: 0.78692, Precision: 0.78961, Recall: 0.78692
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'sulphates'), Accuracy: 0.77154, Precision: 0.75470, Recall: 0.77154
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'alcohol'), Accuracy: 0.79231, Precision: 0.78915, Recall: 0.79231
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'density'), Accuracy: 0.78923, Precision: 0.74998, Recall: 0.78923
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77231, Precision: 0.73898, Recall: 0.77231
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.78923, Precision: 0.74198, Recall: 0.78923
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'density', 'pH'), Accuracy: 0.79308, Precision: 0.74664, Recall: 0.79308
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'density', 'sulphates'), Accuracy: 0.78615, Precision: 0.74968, Recall: 0.78615
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'density', 'alcohol'), Accuracy: 0.78692, Precision: 0.73580, Recall: 0.78692
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.73838, Recall: 0.77154
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'pH', 'alcohol'), Accuracy: 0.79385, Precision: 0.74890, Recall: 0.79385
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'chlorides', 'sulphates', 'alcohol'), Accuracy: 0.79538, Precision: 0.75085, Recall: 0.79538
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.78462, Precision: 0.77880, Recall: 0.78462
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77308, Precision: 0.79744, Recall: 0.77308
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79615, Precision: 0.79449, Recall: 0.79615
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.79308, Precision: 0.75045, Recall: 0.79308
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.79231, Precision: 0.80333, Recall: 0.79231
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79231, Precision: 0.78830, Recall: 0.79231
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77077, Precision: 0.78575, Recall: 0.77077
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78923, Precision: 0.74291, Recall: 0.78923
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.78320, Recall: 0.79154
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.79231, Precision: 0.74585, Recall: 0.79231
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.78462, Precision: 0.73912, Recall: 0.78462
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78615, Precision: 0.73539, Recall: 0.78615
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.75422, Recall: 0.77154
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79385, Precision: 0.74903, Recall: 0.79385
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74249, Recall: 0.79000
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates'), Accuracy: 0.79385, Precision: 0.74831, Recall: 0.79385
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol'), Accuracy: 0.78846, Precision: 0.73841, Recall: 0.78846
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79308, Precision: 0.74685, Recall: 0.79308
Attributes: ('fixed acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79462, Precision: 0.74966, Recall: 0.79462
